_id,birthDate,birthPlace,career_AST,career_FG%,career_FG3%,career_FT%,career_G,career_PER,career_PTS,career_TRB,career_WS,career_eFG%,college,draft_pick,draft_round,draft_team,draft_year,height,highSchool,name,position,shoots,weight
thomaet01,"April 1, 1978","Harlem, New York",0.4,51.3,-,60.3,409,14.5,5.7,4.7,14.9,51.3,Syracuse University,12th overall,1st round,Dallas Mavericks,2000,6-9,"Booker T. Washington in Tulsa, Oklahoma",Etan Thomas,Power Forward and Center,Right,256lb
thomair01,"January 2, 1966","Brooklyn, New York",0.4,34.0,-,57.1,26,7.3,1.8,1.2,-0.1,34.0,"University of Kentucky, Florida State University",,,,,6-8,"Miami Carol City in Miami, Florida",Irving Thomas,Power Forward,Right,225lb
thomais02,"February 7, 1989","Tacoma, Washington",5.1,43.7,36.0,87.4,485,20.3,18.6,2.5,45.3,50.7,University of Washington,60th overall,2nd round,Sacramento Kings,2011,5-9,"South Kent School in South Kent, Connecticut",Isaiah Thomas,Point Guard and Shooting Guard,Left,185lb
thomais01,"April 30, 1961","Chicago, Illinois",9.3,45.2,29.0,75.9,979,18.1,19.2,3.6,80.7,46.5,Indiana University,2nd overall,1st round,Detroit Pistons,1981,6-1,"St. Joseph in Westchester, Illinois",Isiah Thomas,Point Guard,Right,180lb
thomaja01,"March 25, 1973","Brooklyn, New York",0.5,37.8,16.7,100.0,12,4.6,2.5,1.2,-0.3,39.2,Providence College,,,,,6-6,"Abraham Lincoln in Brooklyn, New York",Jamel Thomas,Small Forward,Right,215lb
thomaja02,"November 22, 1980","Schenectady, New York",0.2,56.4,-,50.0,33,9.1,1.6,2.3,0.4,56.4,University of Texas at Austin,,,,,6-8,"Hargrave Military Academy in Chatham, Virginia",James Thomas,Power Forward,Right,235lb
thomaji01,"October 19, 1960","Lakeland, Florida",2.3,47.1,17.0,76.3,161,12.5,8.4,2.6,4.9,47.5,Indiana University,40th overall,2nd round,Indiana Pacers,1983,6-3,"Nova in Fort Lauderdale, Florida",Jim Thomas,Shooting Guard,Right,190lb
thomajo01,"March 9, 1948","Canton, Georgia",0.4,26.7,,45.0,39,4.3,1.4,1.1,-0.6,,Marquette University,95th overall,6th round,Phoenix Suns,1970,6-6,"Marist School in Atlanta, Georgia",Joe Thomas,Small Forward,Right,205lb
thomajo02,"September 8, 1975","Minneapolis, Minnesota",0.3,50.2,0.0,59.1,208,9.4,2.7,2.1,3.2,50.2,University of Minnesota,25th overall,1st round,New York Knicks,1997,6-9,"Roosevelt in Minneapolis, Minnesota",John Thomas,Power Forward and Center,Right,265lb
thomake01,"July 25, 1977","Atlanta, Georgia",1.5,46.5,24.4,69.9,632,13.9,9.3,6.9,31.2,47.1,University of New Mexico,22nd overall,1st round,Houston Rockets,1999,6-7,"Albuquerque in Albuquerque, New Mexico",Kenny Thomas,Power Forward,Right,261lb
thomakh01,"May 8, 1996","Omaha, Nebraska",0.3,31.9,28.6,63.6,26,6.2,2.3,0.8,0.0,39.1,Creighton University,38th overall,2nd round,Philadelphia 76ers,2018,6-3,"Fork Union Military Academy in Fork Union, Virginia",Khyri Thomas,Shooting Guard,Right,210lb
thomaku01,"October 4, 1972","Dallas, Texas",1.1,48.6,28.1,76.0,1110,13.9,8.1,6.6,64.2,48.7,Texas Christian University,10th overall,1st round,Miami Heat,1995,6-9,"Hillcrest in Dallas, Texas",Kurt Thomas,Center and Power Forward,Right,230lb
thomala01,"April 24, 1988","Brooklyn, New York",0.7,41.7,38.3,79.7,392,8.3,5.2,2.6,5.4,46.3,Duke University,,,,,6-8,"Saint Benedict's Preparatory School in Newark, New Jersey",Lance Thomas,Power Forward and Small Forward,Right,240lb
thomama01,"November 8, 1988","Columbia, Missouri",0.4,43.5,9.1,60.0,40,8.4,1.9,2.4,0.1,44.2,"Pepperdine University, San Diego State University",,,,,6-9,"Crawford in San Diego, California",Malcolm Thomas,Power Forward,Right,225lb
thomaro01,"November 19, 1950","Louisville, Kentucky",0.8,46.8,21.4,53.6,264,12.6,4.0,4.1,7.4,47.0,University of Louisville,90th overall,6th round,Seattle SuperSonics,1972,6-6,"Thomas Jefferson in Louisville, Kentucky",Ronald Thomas,Power Forward,Right,215lb
thomate01,"August 20, 1953","Detroit, Michigan",0.1,43.1,,72.4,28,16.3,2.8,1.3,0.2,,University of Detroit Mercy,151st overall,9th round,Detroit Pistons,1975,6-8,,Terry Thomas,Power Forward,Right,220lb
thomati01,"February 26, 1977","Paterson, New Jersey",1.5,43.7,36.9,75.8,824,14.0,11.5,4.1,35.2,49.7,Villanova University,7th overall,1st round,New Jersey Nets,1997,6-10,"Paterson Catholic in Paterson, New Jersey",Tim Thomas,Power Forward and Small Forward,Right,230lb
thomaty01,"August 17, 1986","Baton Rouge, Louisiana",0.9,43.8,23.5,73.2,402,14.8,7.7,4.8,13.0,43.9,Louisiana State University,4th overall,1st round,Portland Trail Blazers,2006,6-9,"McKinley in Baton Rouge, Louisiana",Tyrus Thomas,Power Forward and Center,Right,215lb
thomawi01,,,0.9,44.2,0.0,74.2,62,12.3,9.0,1.8,1.5,44.2,Tennessee State University,,,,,6-2,,Willis Thomas,Shooting Guard,Left,185lb
thomptr02,"May 20, 1990","Long Island, New York",0.1,39.3,30.8,71.4,24,12.0,2.4,1.0,0.0,42.6,University of Georgia,37th overall,2nd round,Los Angeles Clippers,2011,6-10,"Wesleyan School in Norcross, Georgia",Trey Thompkins,Center,Right,245lb
thompbe01,"August 30, 1962","Phoenix, Arizona",1.3,43.9,0.0,78.9,204,10.2,5.3,1.7,3.4,43.9,"California State University, Fresno",19th overall,1st round,Portland Trail Blazers,1984,6-6,"South Mountain in Phoenix, Arizona",Bernard Thompson,Small Forward and Power Forward and Shooting Guard,Right,210lb
thompbi01,"December 1, 1963","Camden, New Jersey",1.7,50.5,15.4,67.4,300,13.2,8.6,5.4,9.6,50.5,University of Louisville,19th overall,1st round,Atlanta Hawks,1986,6-7,"Camden in Camden, New Jersey",Billy Thompson,Small Forward,Right,195lb
thompbr01,"July 19, 1970","Dallas, Texas",1.7,40.9,37.6,64.7,168,13.4,4.5,0.9,2.0,51.9,"Texas A&M University, Oklahoma State University",27th overall,1st round,Orlando Magic,1994,6-4,"Littleton in Littleton, Colorado",Brooks Thompson,Point Guard,Left,193lb
thompco01,"February 5, 1960","Middletown, Connecticut",0.8,31.4,-,78.3,44,6.0,2.8,2.7,-0.1,31.4,University of Connecticut,50th overall,3rd round,Dallas Mavericks,1982,6-8,"Middletown in Middletown, Connecticut",Corny Thompson,Power Forward,Right,225lb
thompda01,"July 13, 1954","Shelby, North Carolina",3.3,50.5,25.5,78.1,592,19.9,22.7,4.1,63.3,50.7,North Carolina State University,1st overall,1st round,Atlanta Hawks,1975,6-4,"Crest in Shelby, North Carolina",David Thompson,Shooting Guard and Small Forward,Right,195lb
thompdi01,"February 23, 1983","Los Angeles, California",0.2,42.5,30.8,87.5,16,16.4,2.8,1.2,0.2,47.5,"University of California, Los Angeles",54th overall,2nd round,New York Knicks,2005,6-7,"Redondo Union in Redondo Beach, California",Dijon Thompson,Shooting Guard and Small Forward,Right,195lb
thompge01,"November 29, 1947","Brooklyn, New York",3.6,46.5,26.5,76.2,437,17.4,18.6,3.3,30.9,47.3,Marquette University,66th overall,5th round,Boston Celtics,1969,6-2,"Erasmus Hall in Brooklyn, New York",George Thompson,Point Guard and Shooting Guard,Right,200lb
thompho01,"April 3, 1991","Pasadena, California",1.1,41.3,38.6,70.7,265,9.6,7.7,3.1,6.5,51.4,Georgetown University,,,,,6-8,"Loyola in Los Angeles, California",Hollis Thompson,Small Forward and Shooting Guard,Right,206lb
thompja01,"March 26, 1946","New York, New York",1.0,33.3,0.0,-,2,5.0,1.0,0.5,0.0,33.3,University of South Carolina,33rd overall,3rd round,Baltimore Bullets,1968,6-1,,Jack Thompson,Guard,Right,185lb
thompja02,"July 21, 1986","Camden, New Jersey",1.1,49.6,14.3,65.7,588,13.5,8.9,6.6,23.8,49.7,Rider University,12th overall,1st round,Sacramento Kings,2008,6-11,"Lenape in Medford, New Jersey",Jason Thompson,Power Forward and Center,Right,250lb
thompjo01,"September 2, 1941","Washington, District of Columbia",0.3,41.0,,59.5,74,10.2,3.5,3.5,2.1,,Providence College,25th overall,3rd round,Boston Celtics,1964,6-10,"Archbishop Carroll in Washington, District of Columbia",John Thompson,Center and Power Forward,Right,225lb
thompke01,"February 7, 1971","Winston-Salem, North Carolina",0.2,42.9,0.0,50.0,14,4.9,0.9,0.9,0.0,42.9,North Carolina State University,48th overall,2nd round,Portland Trail Blazers,1993,6-11,"Glenn in Winston-Salem, North Carolina",Kevin Thompson,Center,Right,260lb
thompkl01,"February 8, 1990","Los Angeles, California",2.3,45.9,41.9,84.8,615,16.4,19.5,3.5,46.8,55.1,Washington State University,11th overall,1st round,Golden State Warriors,2011,6-7,"Santa Margarita Catholic in Rancho Santa Margarita, California",Klay Thompson,Shooting Guard,Right,215lb
thompla01,"June 23, 1961","Cincinnati, Ohio",1.2,49.2,15.4,73.7,985,13.6,7.9,6.8,35.0,49.2,University of Texas at Austin,5th overall,1st round,Kansas City Kings,1982,6-10,"Withrow in Cincinnati, Ohio",LaSalle Thompson,Center,Right,245lb
thompmy01,"January 30, 1955","Nassau, Bahamas",2.3,50.4,8.3,65.5,935,15.7,13.7,7.4,59.1,50.4,University of Minnesota,1st overall,1st round,Portland Trail Blazers,1978,6-10,"Jackson in Miami, Florida",Mychal Thompson,Center and Power Forward,Right,226lb
thompmy02,"June 1, 1988","Los Angeles, California",1.4,29.2,36.4,-,5,2.2,3.6,1.0,-0.2,37.5,Pepperdine University,,,,,6-6,"Santa Margarita in Rancho Santa Margarita, California",Mychel Thompson,Shooting Guard,Right,211lb
thomppa01,"May 25, 1961","Smyrna, Tennessee",1.5,43.2,21.0,79.2,154,13.7,8.9,3.5,4.9,43.8,Tulane University,50th overall,3rd round,Cleveland Cavaliers,1983,6-6,"Peabody in Alexandria, Louisiana",Paul Thompson,Small Forward,Right,210lb
thompst01,"December 2, 1968","Los Angeles, California",0.4,37.8,0.0,37.5,19,11.5,1.6,1.0,0.0,37.8,Syracuse University,,,,,6-4,"Crenshaw in Los Angeles, California",Stephen Thompson,Shooting Guard,Right,185lb
thomptr01,"March 13, 1991","Toronto, Canada",0.9,51.9,0.0,61.0,562,15.4,9.2,8.6,40.0,51.9,University of Texas at Austin,4th overall,1st round,Cleveland Cavaliers,2011,6-10,"Findlay College Prep in Henderson, Nevada",Tristan Thompson,Power Forward and Center,Left Right,238lb
thoresk01,"April 5, 1943","Rockford, Illinois",1.9,46.5,0.0,61.2,170,18.6,13.2,11.0,13.0,46.5,University of Illinois at Urbana-Champaign,30th overall,4th round,Baltimore Bullets,1965,6-10,"East in Rockford, Illinois",Skip Thoren,Center,Right,230lb
thornro01,"May 23, 1941","Princeton, West Virginia",2.6,43.3,,72.3,466,14.5,10.8,3.1,17.2,,West Virginia University,2nd overall,1st round,Baltimore Bullets,1963,6-4,"Princeton in Princeton, West Virginia",Rod Thorn,Shooting Guard and Point Guard,Right,195lb
thornal01,"December 7, 1983","Perry, Georgia",1.2,45.2,29.3,74.7,296,12.3,11.9,4.2,6.1,46.5,Florida State University,14th overall,1st round,Los Angeles Clippers,2007,6-8,"Perry in Perry, Georgia",Al Thornton,Small Forward and Power Forward,Right,220lb
thornbo01,"July 10, 1962","Los Angeles, California",0.3,44.4,22.2,55.8,283,6.2,3.0,2.5,1.3,44.6,"University of California, Irvine",87th overall,4th round,New York Knicks,1984,6-10,"Mission Viejo in Mission Viejo, California",Bob Thornton,Power Forward,Right,225lb
thornda01,"September 1, 1946","Louisville, Kentucky",1.5,43.3,18.2,65.5,50,9.0,6.8,2.8,1.3,43.7,Kentucky Wesleyan College,40th overall,4th round,Baltimore Bullets,1968,6-4,"Male in Louisville, Kentucky",Dallas Thornton,Small Forward,Right,190lb
thornma01,"June 5, 1987","Baton Rouge, Louisiana",1.4,42.5,35.8,83.0,483,15.5,11.9,2.8,20.0,49.8,Louisiana State University,43rd overall,2nd round,Miami Heat,2009,6-4,"Tara in Baton Rouge, Louisiana",Marcus Thornton,Shooting Guard,Right,205lb
thornsi01,"November 15, 1994","Lancaster, South Carolina",0.6,41.5,34.2,68.9,137,7.6,2.5,1.3,1.0,46.1,University of South Carolina,48th overall,2nd round,Milwaukee Bucks,2017,6-5,"Oak Hill Academy in Mouth of Wilson, Virginia",Sindarius Thornwell,Shooting Guard,Right,215lb
thorpot01,"August 5, 1962","Boynton Beach, Florida",2.2,54.6,4.7,68.7,1257,16.0,14.0,8.2,106.4,54.6,Providence College,9th overall,1st round,Kansas City Kings,1984,6-9,"Lake Worth Community in Lake Worth, Florida",Otis Thorpe,Center and Power Forward,Right,225lb
threase01,"September 10, 1961","Atlanta, Georgia",3.8,48.5,29.3,81.5,951,14.7,9.8,1.8,48.0,49.6,West Virginia University Institute of Technology,139th overall,6th round,Philadelphia 76ers,1983,6-2,"Therrell in Atlanta, Georgia",Sedale Threatt,Point Guard and Shooting Guard,Right,175lb
thurmna01,"July 25, 1941","Akron, Ohio",2.7,42.1,,66.7,964,16.5,15.0,15.0,78.0,,Bowling Green State University,3rd overall,1st round,San Francisco Warriors,1963,6-11,"Central in Akron, Ohio",Nate Thurmond,Power Forward and Center,Right,225lb
thursme01,"January 16, 1919",,0.3,28.3,,50.0,14,-,5.6,-,-0.1,,Canisius College,,,,,6-0,,Mel Thurston,Guard,Right,175lb
tidriha01,"August 4, 1915",Ohio,1.7,31.5,,80.0,61,-,9.0,-,2.5,,Washington & Jefferson College,,,,,6-1,,Hal Tidrick,Forward/Guard,Right,190lb
tiemada01,"November 30, 1940","Covington, Kentucky",0.9,26.3,,40.0,29,4.1,1.2,0.8,-0.5,,Thomas More College,,,,,6-0,"Covington Catholic in Covington, Kentucky",Dan Tieman,Point Guard,Right,185lb
tillida01,"February 23, 1960","Dallas, Texas",0.3,42.3,0.0,62.6,124,10.0,3.4,2.5,0.9,42.3,Cleveland State University,23rd overall,1st round,Boston Celtics,1982,6-11,"Lincoln in Dallas, Texas",Darren Tillis,Center,Right,215lb
tinglja01,"December 30, 1924","Bedford, Kentucky",0.2,25.9,,51.5,39,-,2.3,-,0.4,,University of Kentucky,,1947 BAA Draf,Washington Capitols,,6-4,"Trimble in Bedford, Kentucky",Jack Tingle,Forward,Right,205lb
tinslge01,"September 19, 1946","Louisville, Kentucky",0.9,42.2,20.0,74.3,133,11.2,5.3,2.9,3.1,42.7,Kentucky Wesleyan College,76th overall,6th round,Chicago Bulls,1969,6-5,"Male in Louisville, Kentucky",George Tinsley,Small Forward,Right,205lb
tinslja01,"February 28, 1978","Brooklyn, New York",6.1,39.3,29.9,71.6,547,13.6,8.5,2.9,17.2,43.7,Iowa State University,27th overall,1st round,Memphis Grizzlies,2001,6-3,"Samuel J. Tilden in Brooklyn, New York",Jamaal Tinsley,Point Guard,Right,195lb
tisdawa01,"June 9, 1964","Tulsa, Oklahoma",1.3,50.5,0.0,76.0,840,15.7,15.3,6.1,45.7,50.5,University of Oklahoma,2nd overall,1st round,Indiana Pacers,1985,6-9,"Booker T. Washington in Tulsa, Oklahoma",Wayman Tisdale,Power Forward,Left,240lb
tobeymi01,"October 10, 1994","Monroe, New York",0.5,25.0,-,-,2,-0.1,1.0,1.5,0.0,25.0,University of Virginia,,,,,7-0,"Blair Academy in Blairstown, New Jersey",Mike Tobey,Center,Right,260lb
todormi01,"June 11, 1923",,2.9,30.9,,71.1,131,-,11.0,6.9,5.3,,University of Wyoming,,,,,6-5,"Soldan in St. Louis, Missouri",Mike Todorovich,Forward/Center,Right,220lb
tolbera01,"September 10, 1958","Anderson, Indiana",0.5,49.5,0.0,54.4,261,9.8,3.6,2.3,2.9,49.5,Indiana University,18th overall,1st round,New Jersey Nets,1981,6-9,"Madison Heights in Anderson, Indiana",Ray Tolbert,Power Forward,Right,225lb
tolbeto01,"October 16, 1965","Long Beach, California",0.9,46.0,29.6,71.6,312,10.5,6.5,4.0,6.6,46.8,"University of California, Irvine, University of Arizona",34th overall,2nd round,Charlotte Hornets,1988,6-7,"Artesia HS in Lakewood, California",Tom Tolbert,Power Forward and Small Forward,Right,235lb
tollian01,"June 1, 1985","Springfield, Missouri",0.9,41.8,37.6,77.2,664,11.2,6.4,3.4,25.4,54.0,Creighton University,,,,,6-8,"Kickapoo in Springfield, Missouri",Anthony Tolliver,Power Forward and Small Forward,Right,250lb
tolsode01,"November 25, 1951","Kansas City, Missouri",0.4,54.6,,54.5,80,20.1,5.0,2.2,2.2,,University of Arkansas,80th overall,5th round,Seattle SuperSonics,1974,6-8,"Central in Kansas City, Missouri",Dean Tolson,Power Forward,Right,190lb
tomjaru01,"November 24, 1948","Hamtramck, Michigan",2.0,50.1,26.2,78.4,768,16.9,17.4,8.1,70.4,50.2,University of Michigan,2nd overall,1st round,San Diego Rockets,1970,6-8,"Hamtramck in Hamtramck, Michigan",Rudy Tomjanovich,Power Forward and Small Forward,Right,218lb
toneyan01,"November 23, 1957","Birmingham, Alabama",4.2,50.0,34.2,79.7,468,16.1,15.9,2.2,26.9,51.2,University of Louisiana at Lafayette,8th overall,1st round,Philadelphia 76ers,1980,6-3,"Glenn in Birmingham, Alabama",Andrew Toney,Shooting Guard,Right,178lb
toneyse01,"April 13, 1962","Columbus, Mississippi",2.1,36.5,34.1,78.1,112,7.8,3.7,0.9,0.0,40.6,University of Dayton,59th overall,3rd round,Atlanta Hawks,1985,6-2,"Wilbur Wright in Dayton, Ohio",Sedric Toney,Point Guard,Right,178lb
tonkoan01,"November 1, 1922","Barrackville, West Virginia",0.6,26.8,,66.7,17,-,2.6,-,-0.4,,Marshall University,1st overall,1st round,Providence Steamrollers,1948,6-1,"Union in Benwood, West Virginia",Andy Tonkovich,Guard,Right,185lb
toolsan01,"January 19, 1966","Chicago, Illinois",0.5,39.7,34.1,75.7,60,8.0,2.7,1.2,0.6,44.9,Brigham Young University,,,,,6-6,"Twin Falls in Twin Falls, Idaho",Andy Toolson,Small Forward,Right,210lb
toomaja01,"August 9, 1922","Ontario, California",0.9,37.6,,69.1,131,-,6.7,-,6.3,,University of the Pacific,,,,,6-6,,Jack Toomay,Center/Forward,Right,215lb
toonebe01,"July 14, 1956","Yonkers, New York",0.5,35.9,14.3,80.0,23,8.9,2.4,1.5,-0.1,36.7,Marquette University,37th overall,2nd round,Philadelphia 76ers,1979,6-9,"Gorton in Yonkers, New York",Bernard Toone,Power Forward,Right,210lb
torgoir01,"March 6, 1917","Brooklyn, New York",0.7,24.6,,77.1,147,-,6.8,-,6.5,,Long Island University,,,,,6-2,"Tilden in Brooklyn, New York",Irv Torgoff,Forward,Right,192lb
tormobu01,"May 12, 1937","Holland, Indiana",0.9,41.1,,57.9,271,11.9,4.4,4.1,2.3,,University of Tennessee,11th overall,2nd round,Syracuse Nationals,1959,6-8,"Holland in Holland, Indiana",Gene Tormohlen,Center,Right,230lb
torreos01,"December 18, 1976","Caracas, Venezuela",0.5,40.1,31.7,76.8,82,11.7,5.4,1.6,1.1,45.9,,,,,,6-6,,Oscar Torres,Shooting Guard,Right,210lb
toshebi01,"June 2, 1926","Gary, Indiana",3.3,31.5,,79.3,203,11.2,9.2,3.0,5.2,,Indiana University,32nd overall,4th round,Indianapolis Olympians,1951,6-1,"Froebel in Gary, Indiana",Bill Tosheff,Point Guard,Right,175lb
toughbo01,"August 28, 1920","New York, New York",1.7,27.8,,71.3,82,-,7.1,-,-0.8,,St. John's University,,,,,6-0,"Jamaica in Jamaica, New York",Bob Tough,Guard/Forward,Right,185lb
toupaax01,"July 23, 1992","Mulhouse, France",0.6,38.0,31.8,76.5,25,7.0,3.5,1.3,0.4,46.8,,,,,,6-7,,Axel Toupane,Small Forward,Right,197lb
towemo01,"September 27, 1953","Marion, Indiana",1.9,40.4,21.4,78.3,115,9.6,2.8,0.8,0.2,41.8,North Carolina State University,57th overall,4th round,Atlanta Hawks,1975,5-7,"Oak Hill in Oak Hill, Indiana",Monte Towe,Point Guard,Right,150lb
towerke01,"May 15, 1970","Libby, Montana",0.1,42.9,0.0,55.6,53,5.9,1.8,1.3,0.0,42.9,University of Notre Dame,,,,,6-11,"Moon in Coraopolis, Pennsylvania",Keith Tower,Center,Right,250lb
towerbl01,"June 20, 1920","Caldwell, Kentucky",2.4,29.3,,74.8,128,-,9.4,-,4.2,,Western Kentucky University,,,,,6-4,"Shady Grove in Shady Grove, Kentucky",Blackie Towery,Forward/Center,Right,210lb
towneli01,"November 30, 1959","Richmond, Virginia",0.5,44.0,36.0,75.0,60,11.5,4.3,1.1,0.6,45.8,James Madison University,33rd overall,2nd round,Portland Trail Blazers,1982,6-7,"Covington in Covington, Virginia",Linton Townes,Small Forward,Right,190lb
townska01,"November 15, 1995","Edison, New Jersey",2.6,53.7,39.2,83.6,323,25.0,22.3,11.9,45.4,57.5,University of Kentucky,1st overall,1st round,Minnesota Timberwolves,2015,7-0,"St. Joseph in Metuchen, New Jersey",Karl-Anthony Towns,Center,Right,248lb
townsra01,"December 20, 1955","San Jose, California",1.4,41.1,17.1,70.3,154,9.8,4.8,1.0,1.0,41.5,"University of California, Los Angeles",22nd overall,1st round,Golden State Warriors,1978,6-3,"Camden in San Jose, California",Raymond Townsend,Shooting Guard,Right,175lb
trappge01,"July 11, 1948","Detroit, Michigan",1.0,44.4,,75.2,379,13.3,8.8,3.9,8.4,,"California State University, Long Beach",5th overall,1st round,Atlanta Hawks,1971,6-8,"Highland Park in Highland Park, Michigan",George Trapp,Power Forward,Right,205lb
trappjo01,"October 2, 1945","Detroit, Michigan",1.0,42.0,0.0,71.7,303,10.7,7.2,4.4,6.4,42.0,"University of Nevada, Las Vegas",15th overall,2nd round,San Diego Rockets,1968,6-7,"Highland Park in Highland Park, Michigan",John Trapp,Small Forward,Right,210lb
traylro01,"February 1, 1977","Detroit, Michigan",0.7,47.4,16.7,57.7,438,14.5,4.8,3.7,13.3,47.5,University of Michigan,6th overall,1st round,Dallas Mavericks,1998,6-8,"Murray-Wright in Detroit, Michigan",Robert Traylor,Power Forward and Center,Right,284lb
trentga01,"September 22, 1974","Columbus, Ohio",1.0,50.1,8.0,64.3,506,15.9,8.6,4.5,23.2,50.1,Ohio University,11th overall,1st round,Milwaukee Bucks,1995,6-8,"Hamilton Township in Columbus, Ohio",Gary Trent,Small Forward and Power Forward and Center,Right,250lb
trentga02,"January 18, 1999","Columbus, Ohio",0.3,32.0,23.8,42.9,15,3.6,2.7,0.7,-0.2,37.0,Duke University,37th overall,2nd round,Sacramento Kings,2018,6-6,"Prolific Prep in Napa, California",Gary Trent Jr.,Shooting Guard,Right,205lb
trepaje01,"July 11, 1979","Los Angeles, California",0.7,33.7,46.2,70.0,31,9.5,2.8,1.4,-0.2,36.6,University of Southern California,36th overall,2nd round,Cleveland Cavaliers,2001,6-4,"Compton in Compton, California",Jeff Trepagnier,Shooting Guard,Left,200lb
tresvjo01,"November 6, 1939",,1.4,45.1,,69.3,559,13.5,9.2,6.3,24.4,,Seattle University,40th overall,5th round,St. Louis Hawks,1964,6-7,"Spingarn in Washington, District of Columbia",John Tresvant,Power Forward,Right,215lb
